sample_id,dry_weight,dry_weight_lci,dry_weight_uci,table_key
OSP700088,66139.07025014753,50619.46384054869,80365.59034022792,COV_S6394
OSP700091,31589.88633605884,21542.58217578009,42074.839274088605,COV_S6395
OSP700080,31833.035445862897,21572.14460141844,43802.333503546106,COV_S6396
OSP700071,19974.14118126979,14050.199345026658,25747.427960488378,COV_S6397
OSP700%27,41567.98350660106,32104.90531223904,52853.64464868457,COV_S6398
OSP700075,11698.830249773368,9779.999551783938,13573.947077589515,COV_S6399
OSP700006,39306.59766669747,30238.775877623208,50352.39440184793,COV_S6400
OSP700069,54143.38545365769,39969.950011282286,66783.31548517382,COV_S6401
OSP700077,56376.67937014857,44714.899443598246,68667.33447925458,COV_S6402
OSP700086,25624.44465626005,19107.63515074697,32970.82338039044,COV_S6403
OSP700076,55730.866900003966,47135.01576,64564.95060150266,COV_S6404
OSP700082,25917.07712426819,20160.90928462512,31555.08256496345,COV_S6405
OSP700017,24106.343587239568,18680.151371534725,31193.51041962279,COV_S6406
OSP700084,47324.95502578373,36002.843915628466,58843.36339919741,COV_S6407
OSP700065,65737.44588505749,50799.012450574715,78351.20717241381,COV_S6408
OSP700025,39773.515516065854,32421.38489650617,47382.10442810877,COV_S6409
OSP700016,23277.46247488356,18629.641759963237,29051.83368259003,COV_S6410
OSP700020,39360.74574788411,30778.986612955738,46947.62547810875,COV_S6411
OSP700008,53722.20166037736,49393.29998993712,61481.64976,COV_S6412
OSP700011,84591.51381560283,67950.50575886526,97381.4970780142,COV_S6413
OSP700021,31071.896193548393,25794.688090322583,37331.33244301076,COV_S6414
OSP700004,33132.512518203315,23942.234950354617,43654.71913002365,COV_S6415
OSP700028,54351.20093693695,45794.15192792793,62668.100144144155,COV_S6416
OSP700018,35764.47046409156,28070.924621459228,42884.425545064376,COV_S6417
OSP700014,16180.58928275862,9869.492602298851,22109.142666666667,COV_S6418
OSP700019,12074.672235609103,8516.946150468542,15438.088768942442,COV_S6419
OSP700013,29108.105282154884,25561.22513131313,32327.215278114483,COV_S6420
OSP700030,16406.578948532315,12108.226444410251,20467.434758725383,COV_S6421
OSP700023,22073.30182507945,15044.92974496106,28758.92536060233,COV_S6422
OSP700029,12072.18969237392,8836.790512168336,14762.419820483266,COV_S6423
OSP700005,9130.647019,6990.4423723317095,11583.05316929329,COV_S6424
OSP700024,7478.693480132742,6194.626843,8952.028577615409,COV_S6425
OSP700002,53515.38099684157,39749.602584151515,69864.79888091216,COV_S6426
OSP700022,15855.22701865746,12337.383471037194,19636.219426205305,COV_S6427
OSP700010,30097.52747873782,24742.088620624847,34518.60518682569,COV_S6428
OSP700007,8658.263327061444,6675.428631661941,11024.893837413556,COV_S6429
OSP700009,58190.301023883454,47348.775981385086,68933.37391,COV_S6430
OSP700001,27167.98029923664,22430.099603053437,31973.715045292625,COV_S6431
OSP700026,31572.88079811295,26108.7004,38272.153341489495,COV_S6432
OSP700003,17352.76801913394,11708.087280016987,25164.008474483544,COV_S6433
OSP700015,12237.414191750904,8814.074946384817,15892.14723873761,COV_S6434
OSP700117,33443.63920678395,28096.05850852779,39571.50013150064,COV_S6435
OSP700119,7062.398301138862,4875.949234835969,10294.02326960052,COV_S6436
OSP700094,7500.164297096525,4287.986068038261,10232.473739172368,COV_S6437
OSP700100,11487.315949939566,8571.036203,16112.627301897324,COV_S6438
OSP700091-20210219,8886.621457239056,5552.514235690236,11994.780115824917,COV_S6439
OSP700134,6460.238500128236,4489.196622503636,8015.160484360897,COV_S6440
OSP700136,12362.198852910053,8268.941646560848,15283.420601058204,COV_S6441
OSP700123,7845.308785864471,4837.258968477944,10072.587622017116,COV_S6442
OSP700096,12969.562925141448,10054.968691420288,15879.556502418944,COV_S6443
OSP700126,10699.154044795783,7832.015139920949,13756.09738,COV_S6444
OSP700139,17888.706238543393,13084.92754326492,20987.38560911087,COV_S6445
OSP700105,21642.901341493533,18028.83237740244,25318.038295692124,COV_S6446
OSP700101,30816.02495062676,27834.583507580435,34003.429625783436,COV_S6447
OSP700097,18535.92609887435,14129.799794933044,22335.90165229691,COV_S6448
OSP700112,15360.31323782946,11414.615868527131,20003.732782635663,COV_S6449
OSP700130,15897.871372893776,10834.193494505498,21611.142071794875,COV_S6450
OSP700111,21549.164302222227,18123.23464126985,24352.9077536508,COV_S6451
OSP700135,14094.033218274111,8695.603221658208,18568.92968392555,COV_S6452
OSP700106,13968.59770040486,9883.388333603238,18194.65034709852,COV_S6453
OSP700114,20107.497737401132,18025.230148700568,22344.46207638419,COV_S6454
OSP700098,8182.230895538059,6234.538208923885,9929.810297112865,COV_S6455
OSP700104,1306.2984078688526,485.0732253551913,2093.7155829508197,COV_S6456
OSP700102,4299.618809030545,2142.252991660027,6188.661137848606,COV_S6457
OSP700110,2023.0552690301008,1118.296630724638,3000.177002809365,COV_S6458
OSP700116,4308.746326329443,3118.781264020753,5439.475661,COV_S6459
OSP700099,1507.3743949003986,742.1067193625499,2227.8386124833996,COV_S6460
OSP700092,2276.055711746032,1482.99162962963,3124.7981011640213,COV_S6461
OSP700118,1591.0775191988555,813.4680757653792,2648.9474060085836,COV_S6462
OSP700093,7023.268165289257,4496.900504683196,9568.944123,COV_S6463
OSP700107,4286.595864,2529.380767219513,6078.732888455285,COV_S6464
OSP700113,5570.391302564102,3188.2783882783883,7496.400046886448,COV_S6465
OSP700103,5545.863212897761,4288.095061541989,6843.696281923893,COV_S6466
OSP700125,4738.076878720787,3089.3431966543667,6332.833830258302,COV_S6467
OSP700131,5278.340488707484,4060.229801,6546.543407891158,COV_S6468
OSP700122,4517.666852,2672.3383092148147,6285.36083,COV_S6469
OSP700146,8047.531975,5776.745476740741,10728.216523851854,COV_S6470
OSP700133,14034.02544604811,10944.39922474227,18186.70030515464,COV_S6471
OSP700115,5539.342693685757,3934.2524546255513,7440.237923054334,COV_S6472
OSP700121,16863.41982411348,12710.20605276596,20729.96721021277,COV_S6473
OSP700157,11570.010200560226,8912.400371988797,14940.057483473392,COV_S6474
OSP700142,6204.407623665224,4537.136523636364,8272.932031168832,COV_S6475
OSP700145,4579.5735985428055,3454.6841256102007,5915.884543533698,COV_S6476
OSP700155,5460.496115315315,4296.708752638353,6677.3213323037335,COV_S6477
OSP700138,4377.503963,3454.644713358876,5429.258748403577,COV_S6478
OSP700132,6631.541123497269,5231.9439387978155,8015.345355191258,COV_S6479
OSP700109,4834.435421383649,3374.799392603774,6195.680748679245,COV_S6480
OSP700108,1131.3852069669672,249.2785945945946,1956.5530724324328,COV_S6481
OSP700140,4512.127494429224,3400.0253024048707,5779.798356164383,COV_S6482
OSP700129,6924.099884651163,5403.840262945737,8399.593739,COV_S6483
