sample_id,dry_weight,dry_weight_lci,dry_weight_uci,table_key
180-230517,156717888.6978193,148143209.76947042,164950913.29595017,PMMoV33369
180-230518,127142510.47619048,115401370.55782314,139539965.17006803,PMMoV33370
180-230521,545283743.0,526317968.2051283,564264463.7948719,PMMoV33371
180-230523,227521206.46808508,196631487.09219855,262310293.2198581,PMMoV33372
180-230525,116950651.07002804,101658779.96638656,132353607.97759104,PMMoV33373
180-230528,461709068.5057472,445805598.5287358,477630077.4252874,PMMoV33374
180-230531,579838598.2857143,551197451.6190475,605158996.5714285,PMMoV33375
180-230601,151207562.72164947,138872158.4054983,162752100.3436426,PMMoV33376
180-230604,126322697.6627451,118578974.4,134069689.5843137,PMMoV33377
180-230606,313818557.9186992,285589128.19512194,335476163.5121951,PMMoV33378
180-230608,260746602.83687943,227019073.24822697,297715748.48226947,PMMoV33379
180-230611,192315416.6436782,184010987.2796935,200886483.00383148,PMMoV33380
180-230613,121742090.66666666,114884834.7586207,128603696.27586204,PMMoV33381
180-230615,155135717.1054131,142611937.8233618,169455295.17948717,PMMoV33382
180-230618,95333539.36931218,88209243.05608466,102460386.89523812,PMMoV33383
180-230620,297136391.84573007,283988746.6666667,311297556.9807163,PMMoV33384
180-230622,174037614.95013124,167494325.83727032,180585229.43832025,PMMoV33385
180-230625,213403750.6666667,205502378.05128208,221310287.89743593,PMMoV33386
180-230627,159920104.1126761,151410427.9,168433863.66197187,PMMoV33387
180-230629,228595552.00000003,199135027.54061627,255541359.59663868,PMMoV33388
180-230702,180606813.8271605,147461728.7,213506778.66666672,PMMoV33389
180-230704,136142399.75159818,58837834.88584476,219907549.8082192,PMMoV33390
180-230706,137054516.03809524,123644467.27619047,150273597.33333334,PMMoV33391
180-230709,416346963.16666675,381986808.8333334,449168523.16666675,PMMoV33392
180-230711,166372050.8952381,159423721.54920632,173324420.26666665,PMMoV33393
180-230713,175782970.0848485,168831158.3030303,182739035.8,PMMoV33394
180-230716,75986082.54276095,71009035.46397308,80965076.79,PMMoV33395
180-230719,112757984.10434784,102982695.2115942,122971598.26086956,PMMoV33396
180-230720,189275011.5555556,148366207.50617287,229921599.99999997,PMMoV33397
180-230723,233106642.4615385,186258990.90598297,276405165.0,PMMoV33398
180-230725,190178228.2962963,177527915.1111111,203573693.1851852,PMMoV33399
180-230727,281416160.1403509,270698440.28070176,292140866.9473684,PMMoV33400
180-230730,94973497.7758242,89268258.90695971,100681089.74652016,PMMoV33401
180-230801,135809431.19139785,129815857.61720432,141874553.73763442,PMMoV33402
180-230803,166127157.3,155835453.6666667,176876878.8,PMMoV33403
180-230806,149567082.24402517,139874046.8528302,159264071.48679242,PMMoV33404
180-230808,250280537.92000005,217034749.33333337,310019978.9,PMMoV33405
180-230810,244481373.84511784,235707909.1717172,253260921.42760947,PMMoV33406
180-230813,179033406.5777778,169382765.03111112,188688490.13333336,PMMoV33407
180-230815,100496131.56632996,94636417.47609428,106358558.31919192,PMMoV33408
180-230817,142172514.79540232,128971354.18850575,155577364.52413794,PMMoV33409
180-230820,147961592.7562189,122622164.45771144,170819441.0348259,PMMoV33410
180-230822,254288216.1493334,246417301.41866663,262165315.75466663,PMMoV33411
180-230824,248328625.44548288,236384026.31775695,260881826.79127723,PMMoV33412
180-230827,280252103.6760125,255290131.83800623,304192240.5482866,PMMoV33413
180-230829,74660007.03999999,50891754.14755555,97406168.60444444,PMMoV33414
180-230831,246718211.25925925,237004240.0987654,259420399.60493827,PMMoV33415
180-230903,223193884.3870968,169357431.07096773,272393044.12903225,PMMoV33416
180-230905,140185585.3081761,133727893.03144656,146646799.49685532,PMMoV33417
180-230907,121489119.12727274,112047082.1818182,130514618.86060607,PMMoV33418
180-230910,181654308.2926829,173026021.33333334,190287445.85365856,PMMoV33419
180-230912,133070722.30095236,125015636.63238096,141403968.44190478,PMMoV33420
180-230914,157023273.57009345,150092522.46728975,163958131.73831776,PMMoV33421
