state_name,county_name,year,median_age,average_household_income,per_capita_income
 Georgia,Peach County,2022,38.1,60940.0,31349.0
 Georgia,Pickens County,2022,46.3,72558.0,37686.0
 Georgia,Pierce County,2022,39.8,54861.0,26392.0
 Georgia,Pike County,2022,40.2,83866.0,35993.0
 Georgia,Polk County,2022,37.9,51956.0,26843.0
 Georgia,Pulaski County,2022,42.2,42545.0,23007.0
 Georgia,Putnam County,2022,48.6,60825.0,42468.0
 Georgia,Quitman County,2022,59.1,38889.0,22189.0
 Georgia,Rabun County,2022,49.4,57261.0,35889.0
 Georgia,Randolph County,2022,39.0,24638.0,18208.0
 Georgia,Richmond County,2022,34.8,50605.0,28480.0
 Georgia,Rockdale County,2022,39.0,68999.0,33481.0
 Georgia,Schley County,2022,38.4,53274.0,24255.0
 Georgia,Screven County,2022,41.9,49941.0,28356.0
 Georgia,Seminole County,2022,45.0,46063.0,36184.0
 Georgia,Spalding County,2022,38.9,57367.0,35823.0
 Georgia,Stephens County,2022,41.9,52901.0,26620.0
 Georgia,Stewart County,2022,37.4,43094.0,21096.0
 Georgia,Sumter County,2022,36.9,38899.0,23891.0
 Georgia,Talbot County,2022,49.9,48065.0,28528.0
 Georgia,Taliaferro County,2022,47.2,45881.0,24766.0
 Georgia,Tattnall County,2022,38.1,51868.0,21842.0
 Georgia,Taylor County,2022,43.2,40727.0,24453.0
 Georgia,Telfair County,2022,40.1,41801.0,17162.0
 Georgia,Terrell County,2022,40.5,43507.0,24200.0
 Georgia,Thomas County,2022,39.9,55958.0,32414.0
 Georgia,Tift County,2022,36.5,52561.0,27987.0
 Georgia,Toombs County,2022,37.5,47310.0,27912.0
 Georgia,Towns County,2022,56.3,55574.0,33443.0
 Georgia,Treutlen County,2022,43.2,38641.0,27309.0
 Georgia,Troup County,2022,37.2,53599.0,29562.0
 Georgia,Turner County,2022,38.9,39666.0,21771.0
 Georgia,Twiggs County,2022,45.9,50446.0,32105.0
 Georgia,Union County,2022,55.9,59783.0,37709.0
 Georgia,Upson County,2022,41.5,48740.0,27906.0
 Georgia,Walker County,2022,42.0,52276.0,28554.0
 Georgia,Walton County,2022,39.4,79425.0,34295.0
 Georgia,Ware County,2022,37.9,44138.0,23319.0
 Georgia,Warren County,2022,45.3,45091.0,24249.0
 Georgia,Washington County,2022,40.8,43810.0,23687.0
 Georgia,Wayne County,2022,38.7,49847.0,24838.0
 Georgia,Webster County,2022,42.6,35000.0,22246.0
 Georgia,Wheeler County,2022,33.9,36354.0,17980.0
 Georgia,White County,2022,45.3,66256.0,32311.0
 Georgia,Whitfield County,2022,36.4,59659.0,28594.0
 Georgia,Wilcox County,2022,41.4,46759.0,19237.0
 Georgia,Wilkes County,2022,45.5,51780.0,29042.0
 Georgia,Wilkinson County,2022,42.2,40757.0,24070.0
 Georgia,Worth County,2022,41.6,56496.0,28119.0
 Hawaii,Hawaii County,2020,42.8,65401.0,31863.0
 Hawaii,Honolulu County,2020,38.2,87722.0,38288.0
 Hawaii,Kalawao County,2020,43.8,76465.0,48687.0
 Hawaii,Kauai County,2020,42.3,82818.0,34324.0
 Hawaii,Maui County,2020,41.8,84363.0,36872.0
 Hawaii,Hawaii County,2021,43.0,68399.0,33913.0
 Hawaii,Honolulu County,2021,38.4,92600.0,40339.0
 Hawaii,Kalawao County,2021,57.0,79583.0,49700.0
 Hawaii,Kauai County,2021,42.3,86287.0,35351.0
 Hawaii,Maui County,2021,42.0,88249.0,38956.0
 Hawaii,Hawaii County,2022,43.3,74238.0,37236.0
 Hawaii,Honolulu County,2022,38.8,99816.0,44026.0
 Hawaii,Kalawao County,2022,43.3,87813.0,54390.0
 Hawaii,Kauai County,2022,42.3,88869.0,39372.0
 Hawaii,Maui County,2022,42.2,95379.0,42607.0
 Idaho,Ada County,2020,37.2,69952.0,37333.0
 Idaho,Adams County,2020,55.3,50309.0,30136.0
 Idaho,Bannock County,2020,34.1,51977.0,25044.0
 Idaho,Bear Lake County,2020,39.4,52829.0,27596.0
 Idaho,Benewah County,2020,46.0,47983.0,24737.0
 Idaho,Bingham County,2020,34.1,58260.0,24947.0
 Idaho,Blaine County,2020,43.7,64627.0,36232.0
 Idaho,Boise County,2020,54.4,51760.0,33384.0
 Idaho,Bonner County,2020,47.9,51594.0,28527.0
 Idaho,Bonneville County,2020,33.0,61435.0,28171.0
 Idaho,Boundary County,2020,43.8,45319.0,26796.0
 Idaho,Butte County,2020,46.8,37404.0,31659.0
 Idaho,Camas County,2020,44.5,36908.0,31291.0
 Idaho,Canyon County,2020,33.8,56916.0,23919.0
 Idaho,Caribou County,2020,37.9,58099.0,26640.0
 Idaho,Cassia County,2020,33.3,52256.0,23406.0
 Idaho,Clark County,2020,37.7,36429.0,20733.0
 Idaho,Custer County,2020,53.0,44757.0,24082.0
 Idaho,Franklin County,2020,33.5,59934.0,25825.0
 Idaho,Fremont County,2020,37.8,56825.0,23970.0
 Idaho,Gooding County,2020,38.6,50057.0,24388.0
 Idaho,Idaho County,2020,50.5,44951.0,24811.0
 Idaho,Jerome County,2020,32.8,55521.0,23417.0
 Idaho,Latah County,2020,29.5,51312.0,27644.0
 Idaho,Lemhi County,2020,53.4,38819.0,25417.0
 Idaho,Lincoln County,2020,35.8,52363.0,22250.0
 Idaho,Madison County,2020,23.5,44419.0,21943.0
 Idaho,Nez Perce County,2020,40.4,57099.0,30103.0
 Idaho,Owyhee County,2020,40.4,48601.0,23798.0
 Idaho,Payette County,2020,39.4,52788.0,26028.0
 Idaho,Shoshone County,2020,46.8,40483.0,24564.0
 Idaho,Teton County,2020,37.1,73274.0,34905.0
 Idaho,Valley County,2020,50.4,63115.0,31192.0
 Idaho,Washington County,2020,45.0,42126.0,24216.0
 Idaho,Clearwater County,2020,50.8,42413.0,25357.0
 Idaho,Elmore County,2020,31.8,45656.0,23772.0
 Idaho,Gem County,2020,45.0,53720.0,26671.0
 Idaho,Jefferson County,2020,31.9,65577.0,25639.0
 Idaho,Kootenai County,2020,40.3,60903.0,30912.0
 Idaho,Lewis County,2020,48.7,42370.0,24994.0
 Idaho,Minidoka County,2020,35.2,53011.0,24423.0
 Idaho,Oneida County,2020,39.5,54484.0,24294.0
 Idaho,Power County,2020,38.8,51014.0,24775.0
 Idaho,Twin Falls County,2020,35.0,53363.0,27018.0
 Idaho,Ada County,2021,37.7,75115.0,39979.0
 Idaho,Adams County,2021,54.7,52746.0,32594.0
 Idaho,Bannock County,2021,34.5,56472.0,27544.0
 Idaho,Bear Lake County,2021,38.9,60337.0,27793.0
 Idaho,Benewah County,2021,45.9,50257.0,25269.0
 Idaho,Bingham County,2021,34.2,63106.0,26098.0
 Idaho,Blaine County,2021,43.8,71749.0,40739.0
 Idaho,Boise County,2021,53.7,64125.0,33418.0
 Idaho,Bonner County,2021,48.2,55206.0,31671.0
 Idaho,Bonneville County,2021,33.0,64928.0,29989.0
 Idaho,Boundary County,2021,43.8,51261.0,27426.0
 Idaho,Butte County,2021,44.3,41552.0,26419.0
 Idaho,Camas County,2021,44.0,37367.0,29680.0
 Idaho,Canyon County,2021,34.1,60716.0,25777.0
 Idaho,Caribou County,2021,37.5,65528.0,27357.0
 Idaho,Cassia County,2021,33.2,57547.0,25913.0
 Idaho,Clark County,2021,33.8,48088.0,22148.0
 Idaho,Clearwater County,2021,51.0,50787.0,26337.0
 Idaho,Custer County,2021,53.4,47663.0,23356.0
 Idaho,Elmore County,2021,32.6,48475.0,24777.0
 Idaho,Franklin County,2021,33.2,56677.0,24537.0
 Idaho,Fremont County,2021,37.9,61875.0,24371.0
 Idaho,Gem County,2021,44.7,59957.0,29625.0
 Idaho,Gooding County,2021,38.2,56734.0,25877.0
 Idaho,Idaho County,2021,50.1,47508.0,26346.0
 Idaho,Jefferson County,2021,31.9,69097.0,26438.0
 Idaho,Jerome County,2021,32.9,61280.0,25582.0
 Idaho,Kootenai County,2021,40.4,64936.0,33131.0
 Idaho,Latah County,2021,30.1,56673.0,31027.0
 Idaho,Lemhi County,2021,52.8,46105.0,29145.0
 Idaho,Lewis County,2021,49.0,44028.0,26272.0
 Idaho,Lincoln County,2021,36.4,55988.0,24795.0
 Idaho,Madison County,2021,23.3,53498.0,20983.0
 Idaho,Minidoka County,2021,35.1,56140.0,25033.0
 Idaho,Nez Perce County,2021,40.6,61810.0,33304.0
 Idaho,Oneida County,2021,41.6,64766.0,26742.0
 Idaho,Owyhee County,2021,40.0,54669.0,24760.0
 Idaho,Payette County,2021,40.0,59540.0,28291.0
 Idaho,Power County,2021,36.2,52116.0,23650.0
 Idaho,Shoshone County,2021,46.3,43188.0,25411.0
 Idaho,Teton County,2021,38.3,75837.0,34714.0
 Idaho,Twin Falls County,2021,35.3,57430.0,29436.0
 Idaho,Valley County,2021,50.2,67528.0,30630.0
 Idaho,Washington County,2021,44.9,45065.0,23918.0
 Idaho,Ada County,2022,38.1,83881.0,44645.0
 Idaho,Adams County,2022,54.4,55891.0,35844.0
 Idaho,Bannock County,2022,34.7,60998.0,30257.0
 Idaho,Bear Lake County,2022,40.0,63244.0,30266.0
 Idaho,Benewah County,2022,45.9,54191.0,28420.0
 Idaho,Bingham County,2022,34.3,69433.0,29421.0
 Idaho,Blaine County,2022,44.5,81794.0,47151.0
 Idaho,Boise County,2022,53.7,70776.0,36518.0
 Idaho,Bonner County,2022,48.3,61816.0,35275.0
 Idaho,Bonneville County,2022,33.2,73103.0,33008.0
 Idaho,Boundary County,2022,43.6,58810.0,27287.0
 Idaho,Butte County,2022,43.1,37358.0,26987.0
 Idaho,Camas County,2022,36.5,63750.0,34790.0
 Idaho,Canyon County,2022,34.4,68473.0,28569.0
 Idaho,Caribou County,2022,37.9,65380.0,29819.0
 Idaho,Cassia County,2022,33.1,63525.0,28986.0
 Idaho,Clark County,2022,37.6,53500.0,24370.0
 Idaho,Clearwater County,2022,52.3,55885.0,29925.0
 Idaho,Custer County,2022,55.5,60357.0,28913.0
 Idaho,Elmore County,2022,32.3,55000.0,28599.0
 Idaho,Franklin County,2022,32.6,61679.0,27316.0
 Idaho,Fremont County,2022,39.0,67015.0,27427.0
 Idaho,Gem County,2022,44.0,65204.0,33032.0
 Idaho,Gooding County,2022,38.3,60938.0,29147.0
 Idaho,Idaho County,2022,49.5,54745.0,29657.0
 Idaho,Jefferson County,2022,31.7,77491.0,29028.0
 Idaho,Jerome County,2022,33.0,67347.0,28266.0
 Idaho,Kootenai County,2022,40.7,71949.0,36718.0
 Idaho,Latah County,2022,30.3,62258.0,33342.0
 Idaho,Lemhi County,2022,53.2,49216.0,32446.0
 Idaho,Lewis County,2022,49.1,46484.0,27519.0
 Idaho,Lincoln County,2022,37.3,62250.0,27335.0
 Idaho,Madison County,2022,21.6,53025.0,21394.0
 Idaho,Minidoka County,2022,34.9,63594.0,29561.0
 Idaho,Nez Perce County,2022,40.7,65023.0,35387.0
 Idaho,Oneida County,2022,39.7,67383.0,28592.0
 Idaho,Owyhee County,2022,38.9,58440.0,25106.0
 Idaho,Payette County,2022,40.0,62721.0,30102.0
 Idaho,Power County,2022,35.3,56671.0,24069.0
 Idaho,Shoshone County,2022,46.1,44807.0,26176.0
 Idaho,Teton County,2022,38.6,88906.0,43396.0
 Idaho,Twin Falls County,2022,35.5,61183.0,32393.0
 Idaho,Valley County,2022,48.9,72878.0,34544.0
 Idaho,Washington County,2022,44.7,50046.0,26213.0
 Illinois,Alexander County,2020,46.6,34709.0,20450.0
 Illinois,Boone County,2020,38.7,70396.0,32659.0
 Illinois,Brown County,2020,38.9,60694.0,22835.0
 Illinois,Calhoun County,2020,46.8,66602.0,30282.0
 Illinois,Carroll County,2020,48.0,52813.0,30090.0
 Illinois,Champaign County,2020,30.4,53936.0,31254.0
 Illinois,Clark County,2020,41.9,59481.0,30649.0
 Illinois,Clay County,2020,42.1,52167.0,29950.0
 Illinois,Coles County,2020,36.6,46411.0,28495.0
 Illinois,Cook County,2020,37.0,67886.0,39239.0
 Illinois,Cumberland County,2020,42.2,59271.0,29426.0
 Illinois,DeKalb County,2020,31.3,62353.0,29780.0
 Illinois,Douglas County,2020,38.2,59620.0,28603.0
 Illinois,Edgar County,2020,45.8,48543.0,27775.0
 Illinois,Edwards County,2020,44.1,53801.0,27847.0
 Illinois,Fayette County,2020,42.0,45634.0,23920.0
 Illinois,Ford County,2020,43.2,50582.0,29288.0
 Illinois,Fulton County,2020,43.9,52243.0,29850.0
 Illinois,Gallatin County,2020,45.9,43092.0,31693.0
 Illinois,Grundy County,2020,38.1,75767.0,35483.0
 Illinois,Hancock County,2020,45.7,55818.0,30405.0
 Illinois,Hardin County,2020,48.8,50847.0,27720.0
 Illinois,Henry County,2020,43.4,60000.0,31763.0
 Illinois,Iroquois County,2020,44.5,54445.0,28790.0
 Illinois,Jasper County,2020,44.1,55911.0,27877.0
 Illinois,Jefferson County,2020,41.2,51662.0,26742.0
 Illinois,Jersey County,2020,43.0,67845.0,32544.0
 Illinois,Jo Daviess County,2020,50.4,59223.0,34974.0
 Illinois,Johnson County,2020,43.8,55363.0,23548.0
 Illinois,Kane County,2020,37.7,83374.0,37548.0
 Illinois,Kankakee County,2020,38.2,59370.0,28445.0
 Illinois,Kendall County,2020,35.5,96854.0,36504.0
 Illinois,Knox County,2020,42.0,44464.0,24804.0
 Illinois,Lake County,2020,38.5,92654.0,47223.0
 Illinois,LaSalle County,2020,42.1,60069.0,31020.0
 Illinois,Lawrence County,2020,41.6,53087.0,26233.0
 Illinois,Lee County,2020,43.5,59986.0,29343.0
 Illinois,Livingston County,2020,41.6,58676.0,29646.0
 Illinois,Logan County,2020,40.0,58122.0,29377.0
 Illinois,McDonough County,2020,33.7,43591.0,25219.0
 Illinois,McHenry County,2020,40.2,90014.0,40545.0
 Illinois,McLean County,2020,33.3,68037.0,34496.0
 Illinois,Macon County,2020,41.1,53725.0,30681.0
 Illinois,Macoupin County,2020,43.9,56264.0,28726.0
 Illinois,Madison County,2020,40.3,64045.0,33599.0
 Illinois,Marshall County,2020,46.4,57303.0,29533.0
 Illinois,Mason County,2020,45.4,50883.0,30144.0
 Illinois,Menard County,2020,43.4,77550.0,39221.0
 Illinois,Mercer County,2020,44.8,57182.0,30493.0
 Illinois,Montgomery County,2020,43.0,54886.0,27510.0
 Illinois,Morgan County,2020,40.9,53002.0,29047.0
 Illinois,Ogle County,2020,42.5,63643.0,31974.0
 Illinois,Perry County,2020,41.9,51616.0,24442.0
 Illinois,Piatt County,2020,42.1,73668.0,34674.0
 Illinois,Pope County,2020,56.8,43140.0,22690.0
 Illinois,Pulaski County,2020,45.5,37308.0,20898.0
 Illinois,Randolph County,2020,42.2,55319.0,27206.0
 Illinois,Richland County,2020,42.5,55032.0,28457.0
 Illinois,St. Clair County,2020,39.1,57473.0,31511.0
 Illinois,Sangamon County,2020,40.6,61743.0,35549.0
 Illinois,Schuyler County,2020,48.0,51376.0,26479.0
 Illinois,Shelby County,2020,45.1,59134.0,28234.0
 Illinois,Stark County,2020,45.1,53828.0,29007.0
 Illinois,Tazewell County,2020,41.3,66220.0,33854.0
 Illinois,Union County,2020,43.8,51655.0,27778.0
 Illinois,Wabash County,2020,44.3,48878.0,29252.0
 Illinois,Warren County,2020,39.8,54291.0,27899.0
 Illinois,Wayne County,2020,43.6,50205.0,26502.0
 Illinois,Whiteside County,2020,43.6,57172.0,31185.0
 Illinois,Will County,2020,38.1,90800.0,37967.0
 Illinois,Winnebago County,2020,39.8,55310.0,29894.0
 Illinois,Woodford County,2020,40.3,74777.0,37751.0
 Illinois,Adams County,2020,41.4,55052.0,31035.0
 Illinois,Bond County,2020,42.5,53568.0,27274.0
 Illinois,Bureau County,2020,44.2,55549.0,29700.0
 Illinois,Cass County,2020,39.4,53899.0,26747.0
 Illinois,Christian County,2020,43.7,52120.0,28959.0
 Illinois,Clinton County,2020,40.6,67179.0,33231.0
 Illinois,Crawford County,2020,42.2,50968.0,27211.0
 Illinois,De Witt County,2020,44.2,57727.0,30910.0
 Illinois,DuPage County,2020,39.5,94930.0,47501.0
 Illinois,Effingham County,2020,39.5,59932.0,32901.0
 Illinois,Franklin County,2020,43.0,43671.0,24642.0
 Illinois,Greene County,2020,42.5,51746.0,27105.0
 Illinois,Hamilton County,2020,44.3,55977.0,28046.0
 Illinois,Henderson County,2020,50.8,55759.0,31645.0
 Illinois,Jackson County,2020,32.1,39689.0,26656.0
 Illinois,Marion County,2020,42.4,49925.0,26853.0
 Illinois,Massac County,2020,43.7,51195.0,24624.0
 Illinois,Monroe County,2020,42.3,89648.0,43435.0
 Illinois,Moultrie County,2020,40.6,64033.0,30734.0
 Illinois,Peoria County,2020,37.6,55729.0,32371.0
 Illinois,Pike County,2020,42.2,46605.0,26185.0
 Illinois,Putnam County,2020,47.3,64694.0,32902.0
 Illinois,Rock Island County,2020,40.1,55980.0,30380.0
 Illinois,Saline County,2020,42.2,43928.0,27421.0
 Illinois,Scott County,2020,45.0,59352.0,29120.0
 Illinois,Stephenson County,2020,45.5,50466.0,28893.0
 Illinois,Vermilion County,2020,40.8,46842.0,25484.0
 Illinois,Washington County,2020,44.5,64390.0,32687.0
 Illinois,White County,2020,44.8,48303.0,27449.0
 Illinois,Williamson County,2020,41.0,52076.0,29092.0
 Illinois,Adams County,2021,41.2,58587.0,32249.0
 Illinois,Alexander County,2021,45.5,39871.0,20271.0
 Illinois,Bond County,2021,41.5,53654.0,27335.0
 Illinois,Boone County,2021,38.8,74076.0,34116.0
 Illinois,Brown County,2021,38.1,59346.0,23615.0
 Illinois,Bureau County,2021,43.9,59407.0,31686.0
 Illinois,Calhoun County,2021,48.3,74792.0,30621.0
 Illinois,Carroll County,2021,47.3,54959.0,28567.0
 Illinois,Cass County,2021,38.3,58364.0,26979.0
 Illinois,Champaign County,2021,30.6,56939.0,32971.0
 Illinois,Christian County,2021,42.6,53188.0,28512.0
 Illinois,Clark County,2021,41.8,66067.0,32136.0
 Illinois,Clay County,2021,42.1,53900.0,30776.0
 Illinois,Clinton County,2021,41.2,72468.0,35760.0
 Illinois,Coles County,2021,36.6,48534.0,30804.0
 Illinois,Cook County,2021,37.3,72121.0,41706.0
 Illinois,Crawford County,2021,42.2,54942.0,29773.0
 Illinois,Cumberland County,2021,42.5,66530.0,31338.0
 Illinois,DeKalb County,2021,31.4,64019.0,31655.0
 Illinois,De Witt County,2021,44.2,60401.0,32317.0
 Illinois,Douglas County,2021,38.4,63142.0,29625.0
 Illinois,DuPage County,2021,39.7,100292.0,50344.0
 Illinois,Edgar County,2021,45.7,50843.0,29198.0
 Illinois,Edwards County,2021,44.3,55833.0,28419.0
 Illinois,Effingham County,2021,39.2,65590.0,34440.0
 Illinois,Fayette County,2021,42.1,47744.0,24461.0
 Illinois,Ford County,2021,42.6,55011.0,30516.0
 Illinois,Franklin County,2021,43.2,47751.0,26151.0
 Illinois,Fulton County,2021,43.6,53441.0,30616.0
 Illinois,Gallatin County,2021,46.7,52597.0,33231.0
 Illinois,Greene County,2021,42.0,54427.0,30237.0
 Illinois,Grundy County,2021,38.3,81764.0,38206.0
 Illinois,Hamilton County,2021,43.9,58306.0,28836.0
 Illinois,Hancock County,2021,45.8,58188.0,32436.0
 Illinois,Hardin County,2021,53.3,51738.0,30037.0
 Illinois,Henderson County,2021,50.1,62202.0,32588.0
 Illinois,Henry County,2021,43.5,62097.0,34144.0
 Illinois,Iroquois County,2021,44.2,58481.0,29929.0
 Illinois,Jackson County,2021,32.4,41699.0,27751.0
 Illinois,Jasper County,2021,44.1,60237.0,29485.0
 Illinois,Jefferson County,2021,41.2,54692.0,28349.0
 Illinois,Jersey County,2021,43.0,71655.0,35112.0
 Illinois,Jo Daviess County,2021,50.5,61289.0,35722.0
 Illinois,Johnson County,2021,43.4,58502.0,24054.0
 Illinois,Kane County,2021,38.0,88935.0,40661.0
 Illinois,Kankakee County,2021,38.5,61664.0,30203.0
 Illinois,Kendall County,2021,35.8,101816.0,38343.0
 Illinois,Knox County,2021,41.8,45994.0,25871.0
 Illinois,Lake County,2021,38.5,97127.0,49440.0
 Illinois,LaSalle County,2021,41.8,62825.0,33174.0
 Illinois,Lawrence County,2021,40.8,52020.0,27244.0
 Illinois,Lee County,2021,42.8,62250.0,30461.0
 Illinois,Livingston County,2021,41.6,61419.0,30657.0
 Illinois,Logan County,2021,39.9,59809.0,30920.0
 Illinois,McDonough County,2021,33.7,45704.0,26929.0
 Illinois,McHenry County,2021,40.4,93801.0,43047.0
 Illinois,McLean County,2021,33.6,70339.0,36815.0
 Illinois,Macon County,2021,40.8,55954.0,32394.0
 Illinois,Macoupin County,2021,43.7,58227.0,30150.0
 Illinois,Madison County,2021,40.2,66882.0,35491.0
 Illinois,Marion County,2021,42.1,53209.0,27851.0
 Illinois,Marshall County,2021,46.5,60231.0,31153.0
 Illinois,Mason County,2021,45.2,54415.0,31294.0
 Illinois,Massac County,2021,43.7,57658.0,26591.0
 Illinois,Menard County,2021,43.4,79743.0,39054.0
 Illinois,Mercer County,2021,44.6,59972.0,30778.0
 Illinois,Monroe County,2021,42.3,92950.0,43614.0
 Illinois,Montgomery County,2021,42.8,59309.0,28449.0
 Illinois,Morgan County,2021,40.9,55261.0,30022.0
 Illinois,Moultrie County,2021,40.5,67309.0,32007.0
 Illinois,Ogle County,2021,42.3,67534.0,33280.0
 Illinois,Peoria County,2021,37.8,58426.0,35345.0
 Illinois,Perry County,2021,41.5,53108.0,25903.0
 Illinois,Piatt County,2021,41.9,77559.0,36681.0
 Illinois,Pike County,2021,41.1,51529.0,26981.0
 Illinois,Pope County,2021,49.8,48013.0,22864.0
 Illinois,Pulaski County,2021,44.2,40197.0,22328.0
 Illinois,Putnam County,2021,46.9,67419.0,33187.0
 Illinois,Randolph County,2021,41.9,58093.0,27903.0
 Illinois,Richland County,2021,42.3,59963.0,28899.0
 Illinois,Rock Island County,2021,40.1,58974.0,31715.0
 Illinois,St. Clair County,2021,39.2,63017.0,32949.0
 Illinois,Saline County,2021,41.7,47541.0,30493.0
 Illinois,Sangamon County,2021,40.5,66149.0,37892.0
 Illinois,Schuyler County,2021,47.8,58447.0,28679.0
 Illinois,Scott County,2021,44.6,63555.0,30917.0
 Illinois,Shelby County,2021,45.0,60103.0,29698.0
 Illinois,Stark County,2021,45.3,55109.0,30011.0
 Illinois,Stephenson County,2021,45.6,53806.0,30493.0
 Illinois,Tazewell County,2021,41.4,68860.0,35601.0
 Illinois,Union County,2021,43.8,53363.0,28334.0
 Illinois,Vermilion County,2021,40.6,49063.0,26527.0
 Illinois,Wabash County,2021,44.0,49680.0,29809.0
 Illinois,Warren County,2021,39.6,59673.0,29403.0
 Illinois,Washington County,2021,44.2,67030.0,34358.0
 Illinois,Wayne County,2021,43.2,51540.0,27267.0
 Illinois,White County,2021,44.1,51351.0,28175.0
 Illinois,Whiteside County,2021,43.6,59812.0,32428.0
 Illinois,Will County,2021,38.3,95751.0,40493.0
 Illinois,Williamson County,2021,41.1,54682.0,31295.0
 Illinois,Winnebago County,2021,39.6,57779.0,31134.0
 Illinois,Woodford County,2021,40.0,76486.0,38480.0
 Illinois,Adams County,2022,41.3,63767.0,34934.0
 Illinois,Alexander County,2022,44.9,40365.0,21922.0
 Illinois,Bond County,2022,40.0,58617.0,29944.0
 Illinois,Boone County,2022,39.0,80502.0,37055.0
 Illinois,Brown County,2022,38.5,64760.0,25951.0
 Illinois,Bureau County,2022,44.0,64165.0,34873.0
 Illinois,Calhoun County,2022,48.1,88059.0,33062.0
 Illinois,Carroll County,2022,45.0,61539.0,31882.0
 Illinois,Cass County,2022,38.8,64826.0,29842.0
 Illinois,Champaign County,2022,30.8,61090.0,35810.0
 Illinois,Christian County,2022,42.2,56933.0,29960.0
 Illinois,Clark County,2022,41.4,65874.0,33341.0
 Illinois,Clay County,2022,41.8,58028.0,32495.0
 Illinois,Clinton County,2022,41.0,78054.0,39409.0
 Illinois,Coles County,2022,37.4,53732.0,32395.0
 Illinois,Cook County,2022,37.5,78304.0,45646.0
 Illinois,Crawford County,2022,42.2,64163.0,32786.0
 Illinois,Cumberland County,2022,42.6,71274.0,34338.0
 Illinois,DeKalb County,2022,31.8,68617.0,34196.0
 Illinois,De Witt County,2022,44.0,61823.0,35630.0
 Illinois,Douglas County,2022,38.6,67177.0,32351.0
 Illinois,DuPage County,2022,39.9,107035.0,55107.0
 Illinois,Edgar County,2022,46.0,56687.0,31634.0
 Illinois,Edwards County,2022,44.2,60784.0,31081.0
 Illinois,Effingham County,2022,39.3,73181.0,37844.0
 Illinois,Fayette County,2022,42.1,51962.0,28392.0
 Illinois,Ford County,2022,42.0,58930.0,31754.0
 Illinois,Franklin County,2022,43.2,51031.0,28310.0
 Illinois,Fulton County,2022,43.6,57223.0,32378.0
 Illinois,Gallatin County,2022,46.9,51868.0,36928.0
 Illinois,Greene County,2022,42.7,58900.0,31536.0
 Illinois,Grundy County,2022,38.8,89993.0,42192.0
 Illinois,Hamilton County,2022,43.0,60574.0,29785.0
 Illinois,Hancock County,2022,45.9,61026.0,35154.0
 Illinois,Hardin County,2022,53.9,53026.0,31928.0
 Illinois,Henderson County,2022,49.6,64946.0,34734.0
 Illinois,Henry County,2022,43.5,66313.0,37212.0
 Illinois,Iroquois County,2022,44.5,62866.0,33347.0
 Illinois,Jackson County,2022,32.6,44847.0,29687.0
 Illinois,Jasper County,2022,44.0,67429.0,33353.0
 Illinois,Jefferson County,2022,41.2,58384.0,30167.0
 Illinois,Jersey County,2022,42.8,77607.0,37352.0
 Illinois,Jo Daviess County,2022,50.8,67729.0,39477.0
 Illinois,Johnson County,2022,42.3,63295.0,27096.0
 Illinois,Kane County,2022,38.3,96400.0,44523.0
 Illinois,Kankakee County,2022,38.9,65489.0,32941.0
 Illinois,Kendall County,2022,36.1,106358.0,40761.0
 Illinois,Knox County,2022,42.3,50263.0,28840.0
 Illinois,Lake County,2022,38.7,104553.0,53677.0
 Illinois,LaSalle County,2022,41.9,67942.0,36060.0
 Illinois,Lawrence County,2022,40.9,55811.0,30393.0
 Illinois,Lee County,2022,42.8,64588.0,33491.0
 Illinois,Livingston County,2022,41.9,68175.0,34996.0
 Illinois,Logan County,2022,40.3,62547.0,33280.0
 Illinois,McDonough County,2022,34.9,48904.0,29658.0
 Illinois,McHenry County,2022,40.5,100101.0,46322.0
 Illinois,McLean County,2022,34.0,75356.0,40252.0
 Illinois,Macon County,2022,40.7,59622.0,34644.0
 Illinois,Macoupin County,2022,44.0,64706.0,33665.0
 Illinois,Madison County,2022,39.9,71759.0,38828.0
 Illinois,Marion County,2022,41.9,59099.0,30360.0
 Illinois,Marshall County,2022,46.2,64940.0,34369.0
 Illinois,Mason County,2022,45.4,58479.0,34223.0
 Illinois,Massac County,2022,44.1,57365.0,28817.0
 Illinois,Menard County,2022,42.8,84846.0,41497.0
 Illinois,Mercer County,2022,44.7,67028.0,34455.0
 Illinois,Monroe County,2022,42.5,100685.0,47248.0
 Illinois,Montgomery County,2022,42.7,61796.0,30918.0
 Illinois,Morgan County,2022,41.4,61188.0,34098.0
 Illinois,Moultrie County,2022,40.5,72833.0,34849.0
 Illinois,Ogle County,2022,42.3,75782.0,36436.0
 Illinois,Peoria County,2022,38.1,63409.0,38581.0
 Illinois,Perry County,2022,42.2,56338.0,27880.0
 Illinois,Piatt County,2022,41.8,81151.0,41429.0
 Illinois,Pike County,2022,42.8,55514.0,28895.0
 Illinois,Pope County,2022,49.7,57582.0,26251.0
 Illinois,Pulaski County,2022,43.9,41038.0,22947.0
 Illinois,Putnam County,2022,47.4,75726.0,37218.0
 Illinois,Randolph County,2022,43.0,63860.0,29832.0
 Illinois,Richland County,2022,42.2,61607.0,30975.0
 Illinois,Rock Island County,2022,40.2,64435.0,34233.0
 Illinois,St. Clair County,2022,39.4,68915.0,36010.0
