state_name,county_name,year,median_age,average_household_income,per_capita_income
 Missouri,Monroe County,2022,45.8,50245.0,28787.0
 Missouri,Montgomery County,2022,43.8,58660.0,29570.0
 Missouri,Morgan County,2022,46.0,48841.0,27836.0
 Missouri,New Madrid County,2022,41.8,44092.0,26357.0
 Missouri,Newton County,2022,40.2,60313.0,32893.0
 Missouri,Nodaway County,2022,33.5,53917.0,28136.0
 Missouri,Oregon County,2022,44.7,41365.0,21405.0
 Missouri,Osage County,2022,41.4,70313.0,38553.0
 Missouri,Ozark County,2022,52.6,39125.0,26638.0
 Missouri,Pemiscot County,2022,39.2,37426.0,24295.0
 Missouri,Perry County,2022,41.4,61486.0,30731.0
 Missouri,Pettis County,2022,38.0,57581.0,30991.0
 Missouri,Phelps County,2022,36.0,53242.0,28335.0
 Missouri,Pike County,2022,39.9,53363.0,26206.0
 Missouri,Platte County,2022,38.7,92543.0,47440.0
 Missouri,Polk County,2022,38.9,54487.0,26804.0
 Missouri,Pulaski County,2022,27.7,62541.0,27098.0
 Missouri,Putnam County,2022,46.1,50950.0,33176.0
 Missouri,Ralls County,2022,45.5,62615.0,29625.0
 Missouri,Randolph County,2022,39.8,51480.0,25496.0
 Missouri,Ray County,2022,42.0,69779.0,35601.0
 Missouri,Reynolds County,2022,46.2,43856.0,25204.0
 Missouri,Ripley County,2022,41.1,42541.0,22076.0
 Missouri,St. Charles County,2022,39.4,99596.0,47746.0
 Missouri,St. Clair County,2022,48.2,43483.0,24845.0
 Missouri,Ste. Genevieve County,2022,44.0,61215.0,33060.0
 Missouri,St. Francois County,2022,39.4,53083.0,25304.0
 Missouri,St. Louis County,2022,40.2,78067.0,49009.0
 Missouri,Saline County,2022,35.5,55396.0,26704.0
 Missouri,Schuyler County,2022,39.4,53728.0,22625.0
 Missouri,Scotland County,2022,36.0,58656.0,27808.0
 Missouri,Scott County,2022,39.4,54621.0,29687.0
 Missouri,Shannon County,2022,46.9,46767.0,23661.0
 Missouri,Shelby County,2022,42.9,50387.0,27547.0
 Missouri,Stoddard County,2022,41.3,51703.0,26614.0
 Missouri,Stone County,2022,54.6,58392.0,31865.0
 Missouri,Sullivan County,2022,43.9,53438.0,25882.0
 Missouri,Taney County,2022,42.3,54467.0,28267.0
 Missouri,Texas County,2022,42.6,42870.0,23621.0
 Missouri,Vernon County,2022,41.8,53318.0,26515.0
 Missouri,Warren County,2022,41.3,75531.0,34909.0
 Missouri,Washington County,2022,39.8,49364.0,28191.0
 Missouri,Wayne County,2022,49.2,42758.0,23041.0
 Missouri,Webster County,2022,36.8,65103.0,27611.0
 Missouri,Worth County,2022,48.7,43536.0,30800.0
 Missouri,Wright County,2022,41.1,43573.0,22602.0
 Missouri,St. Louis city,2022,36.5,52941.0,36722.0
 Montana,Big Horn County,2020,31.4,48273.0,19109.0
 Montana,Blaine County,2020,33.5,45361.0,20586.0
 Montana,Carbon County,2020,51.1,61209.0,34751.0
 Montana,Carter County,2020,53.3,42300.0,27759.0
 Montana,Chouteau County,2020,40.9,45707.0,26243.0
 Montana,Daniels County,2020,51.4,56026.0,33614.0
 Montana,Dawson County,2020,41.7,51681.0,30821.0
 Montana,Fallon County,2020,35.3,69792.0,36409.0
 Montana,Fergus County,2020,45.0,47618.0,28211.0
 Montana,Gallatin County,2020,33.4,70124.0,38885.0
 Montana,Garfield County,2020,40.1,43750.0,29149.0
 Montana,Golden Valley County,2020,55.0,49028.0,30053.0
 Montana,Hill County,2020,34.5,50912.0,23922.0
 Montana,Jefferson County,2020,47.5,71779.0,33716.0
 Montana,Lake County,2020,42.3,52169.0,26889.0
 Montana,Lewis and Clark County,2020,41.3,66062.0,36485.0
 Montana,Lincoln County,2020,52.5,39820.0,25169.0
 Montana,McCone County,2020,49.4,57045.0,31242.0
 Montana,Meagher County,2020,56.3,46815.0,26392.0
 Montana,Mineral County,2020,52.3,48672.0,28644.0
 Montana,Musselshell County,2020,51.5,46328.0,27843.0
 Montana,Petroleum County,2020,49.6,40000.0,28220.0
 Montana,Phillips County,2020,47.5,46686.0,26825.0
 Montana,Powder River County,2020,50.2,57755.0,33170.0
 Montana,Powell County,2020,46.1,50332.0,25002.0
 Montana,Prairie County,2020,52.5,42350.0,28892.0
 Montana,Ravalli County,2020,49.3,55090.0,31545.0
 Montana,Richland County,2020,38.0,64158.0,30330.0
 Montana,Roosevelt County,2020,30.4,45458.0,18669.0
 Montana,Rosebud County,2020,36.5,57769.0,25557.0
 Montana,Sanders County,2020,54.5,42284.0,26103.0
 Montana,Sheridan County,2020,43.7,54135.0,37958.0
 Montana,Silver Bow County,2020,40.1,49359.0,28221.0
 Montana,Stillwater County,2020,47.5,67448.0,35387.0
 Montana,Sweet Grass County,2020,46.8,53790.0,27553.0
 Montana,Teton County,2020,42.5,56649.0,27985.0
 Montana,Toole County,2020,44.2,49725.0,30213.0
 Montana,Treasure County,2020,57.8,44671.0,33685.0
 Montana,Valley County,2020,44.4,51087.0,28440.0
 Montana,Wheatland County,2020,46.9,35265.0,21409.0
 Montana,Wibaux County,2020,50.5,50972.0,26405.0
 Montana,Yellowstone County,2020,38.7,62630.0,37261.0
 Montana,Beaverhead County,2020,42.6,45819.0,28798.0
 Montana,Broadwater County,2020,47.1,57723.0,31573.0
 Montana,Cascade County,2020,38.0,52049.0,30572.0
 Montana,Custer County,2020,42.5,54891.0,31267.0
 Montana,Deer Lodge County,2020,49.0,42129.0,26207.0
 Montana,Flathead County,2020,42.2,57763.0,32242.0
 Montana,Glacier County,2020,32.5,37645.0,18440.0
 Montana,Granite County,2020,54.6,50795.0,32401.0
 Montana,Judith Basin County,2020,53.9,50329.0,33720.0
 Montana,Liberty County,2020,40.1,46750.0,46198.0
 Montana,Madison County,2020,53.1,55892.0,35668.0
 Montana,Missoula County,2020,36.0,56247.0,33358.0
 Montana,Park County,2020,46.5,53082.0,35446.0
 Montana,Pondera County,2020,41.1,54235.0,27114.0
 Montana,Beaverhead County,2021,42.4,51048.0,30134.0
 Montana,Big Horn County,2021,31.3,49640.0,19240.0
 Montana,Blaine County,2021,33.5,50847.0,21125.0
 Montana,Broadwater County,2021,46.9,60244.0,33398.0
 Montana,Carbon County,2021,50.7,63178.0,37557.0
 Montana,Carter County,2021,56.2,41447.0,28721.0
 Montana,Cascade County,2021,38.0,56377.0,31478.0
 Montana,Chouteau County,2021,42.1,48237.0,26856.0
 Montana,Custer County,2021,43.0,55426.0,31910.0
 Montana,Daniels County,2021,48.6,54722.0,33367.0
 Montana,Dawson County,2021,41.1,57684.0,31966.0
 Montana,Deer Lodge County,2021,48.4,44809.0,28579.0
 Montana,Fallon County,2021,35.1,83750.0,41686.0
 Montana,Fergus County,2021,45.5,52941.0,31075.0
 Montana,Flathead County,2021,42.3,63582.0,34897.0
 Montana,Gallatin County,2021,33.7,76208.0,42219.0
 Montana,Garfield County,2021,43.1,55000.0,31342.0
 Montana,Glacier County,2021,33.7,39441.0,20557.0
 Montana,Golden Valley County,2021,54.5,46607.0,27064.0
 Montana,Granite County,2021,54.6,49077.0,32389.0
 Montana,Hill County,2021,34.1,56840.0,25384.0
 Montana,Jefferson County,2021,47.5,72500.0,36979.0
 Montana,Judith Basin County,2021,52.3,51691.0,32975.0
 Montana,Lake County,2021,42.7,53154.0,28371.0
 Montana,Lewis and Clark County,2021,40.9,66486.0,38001.0
 Montana,Liberty County,2021,39.3,46507.0,31745.0
 Montana,Lincoln County,2021,52.9,41922.0,27417.0
 Montana,McCone County,2021,52.5,63365.0,34940.0
 Montana,Madison County,2021,54.0,56410.0,36692.0
 Montana,Meagher County,2021,56.3,51709.0,28333.0
 Montana,Mineral County,2021,51.0,50750.0,29952.0
 Montana,Missoula County,2021,36.3,61423.0,36563.0
 Montana,Musselshell County,2021,52.1,51153.0,30772.0
 Montana,Park County,2021,46.3,58510.0,37543.0
 Montana,Petroleum County,2021,50.0,54375.0,32424.0
 Montana,Phillips County,2021,46.7,50789.0,27684.0
 Montana,Pondera County,2021,41.3,55865.0,29567.0
 Montana,Powder River County,2021,48.5,55833.0,33666.0
 Montana,Powell County,2021,45.7,53111.0,25255.0
 Montana,Prairie County,2021,48.1,44500.0,27699.0
 Montana,Ravalli County,2021,49.1,59640.0,34836.0
 Montana,Richland County,2021,38.3,62530.0,30143.0
 Montana,Roosevelt County,2021,30.3,47182.0,19373.0
 Montana,Rosebud County,2021,36.7,59339.0,26638.0
 Montana,Sanders County,2021,54.4,46848.0,27287.0
 Montana,Sheridan County,2021,45.1,58786.0,39287.0
 Montana,Silver Bow County,2021,40.5,50331.0,30459.0
 Montana,Stillwater County,2021,48.3,72906.0,38767.0
 Montana,Sweet Grass County,2021,45.4,59238.0,31237.0
 Montana,Teton County,2021,42.5,60431.0,28992.0
 Montana,Toole County,2021,41.8,54137.0,29408.0
 Montana,Treasure County,2021,55.5,55313.0,32310.0
 Montana,Valley County,2021,43.6,53667.0,28361.0
 Montana,Wheatland County,2021,48.6,38893.0,23428.0
 Montana,Wibaux County,2021,47.7,49000.0,28228.0
 Montana,Yellowstone County,2021,38.5,65656.0,38186.0
 Montana,Beaverhead County,2022,42.3,55867.0,34640.0
 Montana,Big Horn County,2022,31.6,52463.0,21849.0
 Montana,Blaine County,2022,33.6,58507.0,24353.0
 Montana,Broadwater County,2022,47.4,61679.0,34956.0
 Montana,Carbon County,2022,50.7,66780.0,40838.0
 Montana,Carter County,2022,56.8,46486.0,28824.0
 Montana,Cascade County,2022,37.9,61351.0,34481.0
 Montana,Chouteau County,2022,42.4,51791.0,28980.0
 Montana,Custer County,2022,42.8,61114.0,34830.0
 Montana,Daniels County,2022,52.4,47378.0,33757.0
 Montana,Dawson County,2022,42.8,68168.0,37705.0
 Montana,Deer Lodge County,2022,49.6,46436.0,30185.0
 Montana,Fallon County,2022,37.2,79750.0,42516.0
 Montana,Fergus County,2022,46.7,58321.0,34932.0
 Montana,Flathead County,2022,42.3,68025.0,37984.0
 Montana,Gallatin County,2022,33.5,83434.0,47269.0
 Montana,Garfield County,2022,42.0,61786.0,33745.0
 Montana,Glacier County,2022,34.2,41078.0,21438.0
 Montana,Golden Valley County,2022,54.9,54792.0,31204.0
 Montana,Granite County,2022,54.7,53917.0,33776.0
 Montana,Hill County,2022,33.4,58427.0,27996.0
 Montana,Jefferson County,2022,47.4,73875.0,39963.0
 Montana,Judith Basin County,2022,50.2,58750.0,36713.0
 Montana,Lake County,2022,43.7,58009.0,31177.0
 Montana,Lewis and Clark County,2022,41.2,71967.0,41274.0
 Montana,Liberty County,2022,36.9,48047.0,34682.0
 Montana,Lincoln County,2022,52.5,44593.0,29387.0
 Montana,McCone County,2022,54.0,79022.0,39284.0
 Montana,Madison County,2022,54.3,61226.0,40358.0
 Montana,Meagher County,2022,57.6,55753.0,37498.0
 Montana,Mineral County,2022,50.3,56098.0,32940.0
 Montana,Missoula County,2022,36.7,66840.0,40311.0
 Montana,Musselshell County,2022,52.0,54875.0,32506.0
 Montana,Park County,2022,46.2,67602.0,44273.0
 Montana,Petroleum County,2022,49.6,57981.0,32590.0
 Montana,Phillips County,2022,45.9,61250.0,32450.0
 Montana,Pondera County,2022,41.6,59861.0,30424.0
 Montana,Powder River County,2022,49.9,60313.0,38588.0
 Montana,Powell County,2022,45.5,60994.0,29675.0
 Montana,Prairie County,2022,47.2,44107.0,28287.0
 Montana,Ravalli County,2022,49.0,67424.0,38555.0
 Montana,Richland County,2022,38.3,67515.0,34169.0
 Montana,Roosevelt County,2022,30.4,51038.0,20564.0
 Montana,Rosebud County,2022,36.4,57656.0,27655.0
 Montana,Sanders County,2022,54.7,47110.0,29707.0
 Montana,Sheridan County,2022,43.8,67457.0,42653.0
 Montana,Silver Bow County,2022,40.3,56297.0,35047.0
 Montana,Stillwater County,2022,48.0,78380.0,45245.0
 Montana,Sweet Grass County,2022,43.6,64872.0,35495.0
 Montana,Teton County,2022,42.4,65224.0,30874.0
 Montana,Toole County,2022,40.4,54040.0,28621.0
 Montana,Treasure County,2022,54.3,70096.0,37349.0
 Montana,Valley County,2022,43.2,59725.0,30941.0
 Montana,Wheatland County,2022,49.1,48272.0,28410.0
 Montana,Wibaux County,2022,46.4,58750.0,31089.0
 Montana,Yellowstone County,2022,38.4,72300.0,40978.0
 Nebraska,Arthur County,2020,48.0,48500.0,25277.0
 Nebraska,Boone County,2020,44.6,60094.0,32850.0
 Nebraska,Brown County,2020,48.6,41979.0,29420.0
 Nebraska,Butler County,2020,42.9,59232.0,33418.0
 Nebraska,Chase County,2020,44.2,56135.0,30850.0
 Nebraska,Clay County,2020,41.9,63686.0,29990.0
 Nebraska,Cuming County,2020,40.9,59202.0,30734.0
 Nebraska,Dawes County,2020,34.3,49379.0,25380.0
 Nebraska,Dixon County,2020,41.4,57243.0,31967.0
 Nebraska,Dundy County,2020,42.9,49211.0,27697.0
 Nebraska,Frontier County,2020,44.5,59250.0,29043.0
 Nebraska,Garden County,2020,49.6,42076.0,33689.0
 Nebraska,Grant County,2020,37.9,43625.0,23806.0
 Nebraska,Hamilton County,2020,41.7,68649.0,32535.0
 Nebraska,Hitchcock County,2020,45.4,46000.0,29278.0
 Nebraska,Howard County,2020,42.6,59432.0,28108.0
 Nebraska,Kearney County,2020,39.1,62899.0,33784.0
 Nebraska,Kimball County,2020,47.6,48056.0,26528.0
 Nebraska,Lincoln County,2020,41.5,59995.0,31256.0
 Nebraska,McPherson County,2020,58.1,51932.0,33001.0
 Nebraska,Morrill County,2020,41.9,46903.0,25492.0
 Nebraska,Nemaha County,2020,38.4,50236.0,28448.0
 Nebraska,Valley County,2020,47.0,56205.0,31264.0
 Nebraska,Wayne County,2020,32.2,58894.0,27460.0
 Nebraska,York County,2020,39.8,63105.0,34259.0
 Nebraska,Adams County,2020,38.0,56007.0,30344.0
 Nebraska,Antelope County,2020,44.8,52569.0,27217.0
 Nebraska,Banner County,2020,50.4,53864.0,30628.0
 Nebraska,Blaine County,2020,57.5,55268.0,29748.0
 Nebraska,Box Butte County,2020,39.6,61904.0,29447.0
 Nebraska,Boyd County,2020,56.2,53846.0,31863.0
 Nebraska,Buffalo County,2020,33.8,63513.0,30605.0
 Nebraska,Burt County,2020,45.6,51961.0,31252.0
 Nebraska,Cass County,2020,41.3,73683.0,34863.0
 Nebraska,Cedar County,2020,42.2,64703.0,30663.0
 Nebraska,Cherry County,2020,42.1,55431.0,30169.0
 Nebraska,Cheyenne County,2020,41.0,52270.0,30145.0
 Nebraska,Colfax County,2020,36.0,64269.0,24901.0
 Nebraska,Custer County,2020,43.6,53891.0,32021.0
 Nebraska,Dakota County,2020,33.0,61227.0,26416.0
 Nebraska,Dawson County,2020,35.9,56731.0,31411.0
 Nebraska,Deuel County,2020,50.1,48958.0,27998.0
 Nebraska,Dodge County,2020,39.2,58439.0,29619.0
 Nebraska,Douglas County,2020,34.9,66600.0,36303.0
 Nebraska,Fillmore County,2020,46.6,62151.0,40702.0
 Nebraska,Franklin County,2020,50.6,50231.0,27655.0
 Nebraska,Furnas County,2020,47.2,53533.0,27190.0
 Nebraska,Gage County,2020,43.4,51812.0,29289.0
 Nebraska,Garfield County,2020,45.8,54659.0,29119.0
 Nebraska,Gosper County,2020,54.0,65086.0,35290.0
 Nebraska,Greeley County,2020,45.4,46830.0,26336.0
 Nebraska,Hall County,2020,36.1,58595.0,29604.0
 Nebraska,Harlan County,2020,46.3,51534.0,31978.0
 Nebraska,Hayes County,2020,48.3,52396.0,30768.0
 Nebraska,Holt County,2020,43.1,60214.0,31089.0
 Nebraska,Hooker County,2020,46.1,48654.0,28859.0
 Nebraska,Jefferson County,2020,47.1,48981.0,28748.0
 Nebraska,Johnson County,2020,39.8,49382.0,24145.0
 Nebraska,Keith County,2020,49.3,52169.0,30947.0
 Nebraska,Keya Paha County,2020,48.4,55250.0,32202.0
 Nebraska,Knox County,2020,45.5,53653.0,29210.0
 Nebraska,Lancaster County,2020,33.8,62464.0,33382.0
 Nebraska,Logan County,2020,39.4,45990.0,21836.0
 Nebraska,Loup County,2020,44.5,46111.0,26975.0
 Nebraska,Madison County,2020,36.6,52334.0,28735.0
 Nebraska,Merrick County,2020,43.1,52254.0,27476.0
 Nebraska,Nance County,2020,45.1,53147.0,29841.0
 Nebraska,Nuckolls County,2020,49.6,52975.0,34248.0
 Nebraska,Otoe County,2020,42.0,64755.0,32165.0
 Nebraska,Pawnee County,2020,49.7,46063.0,24870.0
 Nebraska,Perkins County,2020,42.7,61389.0,33535.0
 Nebraska,Phelps County,2020,41.6,58105.0,31259.0
 Nebraska,Pierce County,2020,41.6,57629.0,31292.0
 Nebraska,Platte County,2020,38.3,60878.0,30822.0
 Nebraska,Polk County,2020,44.9,59837.0,28978.0
 Nebraska,Red Willow County,2020,40.2,48140.0,28395.0
 Nebraska,Richardson County,2020,47.3,44524.0,29074.0
 Nebraska,Rock County,2020,41.0,51458.0,33216.0
 Nebraska,Saline County,2020,37.5,52956.0,25760.0
 Nebraska,Sarpy County,2020,34.8,83051.0,36926.0
 Nebraska,Saunders County,2020,41.1,70414.0,34532.0
 Nebraska,Scotts Bluff County,2020,39.1,53433.0,28770.0
 Nebraska,Seward County,2020,37.8,71111.0,32367.0
 Nebraska,Sheridan County,2020,46.3,45543.0,30173.0
 Nebraska,Sherman County,2020,51.1,53158.0,28344.0
 Nebraska,Sioux County,2020,35.4,47422.0,25398.0
 Nebraska,Stanton County,2020,41.3,64808.0,30747.0
 Nebraska,Thayer County,2020,46.8,53234.0,30568.0
 Nebraska,Thomas County,2020,33.6,59000.0,35694.0
 Nebraska,Thurston County,2020,28.0,55574.0,20674.0
 Nebraska,Washington County,2020,40.9,71505.0,36834.0
 Nebraska,Webster County,2020,45.7,51684.0,32092.0
 Nebraska,Wheeler County,2020,58.9,48438.0,31775.0
 Nebraska,Adams County,2021,37.5,57783.0,32032.0
 Nebraska,Antelope County,2021,43.4,55802.0,27874.0
 Nebraska,Arthur County,2021,42.7,59375.0,26662.0
 Nebraska,Banner County,2021,54.5,57917.0,35115.0
 Nebraska,Blaine County,2021,57.8,49464.0,35994.0
 Nebraska,Boone County,2021,42.9,63668.0,35146.0
 Nebraska,Box Butte County,2021,40.1,63366.0,29634.0
 Nebraska,Boyd County,2021,55.5,54464.0,31460.0
 Nebraska,Brown County,2021,48.4,43942.0,28256.0
 Nebraska,Buffalo County,2021,34.0,65810.0,32616.0
 Nebraska,Burt County,2021,45.3,55769.0,31714.0
 Nebraska,Butler County,2021,42.7,64837.0,35148.0
 Nebraska,Cass County,2021,40.8,78251.0,36971.0
 Nebraska,Cedar County,2021,41.9,69490.0,31879.0
 Nebraska,Chase County,2021,43.0,55690.0,32446.0
 Nebraska,Cherry County,2021,41.8,57719.0,29130.0
 Nebraska,Cheyenne County,2021,41.4,53674.0,30275.0
 Nebraska,Clay County,2021,40.5,70690.0,32604.0
 Nebraska,Colfax County,2021,36.0,70381.0,26972.0
 Nebraska,Cuming County,2021,42.3,63125.0,32608.0
 Nebraska,Custer County,2021,42.7,57715.0,32864.0
 Nebraska,Dakota County,2021,32.2,63053.0,27425.0
 Nebraska,Dawes County,2021,34.3,51925.0,26289.0
 Nebraska,Dawson County,2021,36.0,58402.0,31039.0
 Nebraska,Deuel County,2021,47.8,50924.0,30115.0
 Nebraska,Dixon County,2021,42.0,58849.0,31920.0
 Nebraska,Dodge County,2021,39.2,60962.0,30466.0
 Nebraska,Douglas County,2021,35.1,70683.0,38929.0
 Nebraska,Dundy County,2021,43.2,53696.0,30492.0
 Nebraska,Fillmore County,2021,45.9,66410.0,39883.0
 Nebraska,Franklin County,2021,49.5,52400.0,29464.0
 Nebraska,Frontier County,2021,43.7,59573.0,29533.0
 Nebraska,Furnas County,2021,46.5,57284.0,30457.0
 Nebraska,Gage County,2021,42.9,55000.0,30918.0
 Nebraska,Garden County,2021,53.8,43478.0,36476.0
 Nebraska,Garfield County,2021,45.9,57888.0,29177.0
 Nebraska,Gosper County,2021,51.0,69886.0,35029.0
 Nebraska,Grant County,2021,37.3,56806.0,27321.0
 Nebraska,Greeley County,2021,43.7,48472.0,26450.0
 Nebraska,Hall County,2021,35.9,60720.0,30866.0
 Nebraska,Hamilton County,2021,42.0,71211.0,33407.0
 Nebraska,Harlan County,2021,46.0,59432.0,32259.0
 Nebraska,Hayes County,2021,45.5,51389.0,29007.0
 Nebraska,Hitchcock County,2021,44.8,47025.0,28763.0
 Nebraska,Holt County,2021,42.4,60592.0,32544.0
 Nebraska,Hooker County,2021,43.3,51333.0,29916.0
 Nebraska,Howard County,2021,42.4,64167.0,29201.0
 Nebraska,Jefferson County,2021,45.5,51587.0,28313.0
 Nebraska,Johnson County,2021,38.6,53696.0,25099.0
 Nebraska,Kearney County,2021,38.6,68606.0,34171.0
 Nebraska,Keith County,2021,49.6,54303.0,32842.0
 Nebraska,Keya Paha County,2021,47.0,54583.0,32282.0
 Nebraska,Kimball County,2021,46.2,55428.0,26682.0
 Nebraska,Knox County,2021,44.2,58043.0,29621.0
 Nebraska,Lancaster County,2021,34.0,65086.0,35158.0
 Nebraska,Lincoln County,2021,41.6,61309.0,32424.0
 Nebraska,Logan County,2021,40.3,60250.0,25624.0
 Nebraska,Loup County,2021,43.2,46667.0,26145.0
 Nebraska,McPherson County,2021,56.1,53750.0,30914.0
 Nebraska,Madison County,2021,36.7,55375.0,31506.0
 Nebraska,Merrick County,2021,43.3,57778.0,28545.0
 Nebraska,Morrill County,2021,41.5,50859.0,27185.0
 Nebraska,Nance County,2021,44.2,55473.0,29345.0
 Nebraska,Nemaha County,2021,38.6,53081.0,29428.0
 Nebraska,Nuckolls County,2021,49.3,61667.0,35087.0
 Nebraska,Otoe County,2021,42.3,70072.0,33596.0
 Nebraska,Pawnee County,2021,47.2,51354.0,26631.0
 Nebraska,Perkins County,2021,42.1,57250.0,30216.0
 Nebraska,Phelps County,2021,40.6,61606.0,33052.0
 Nebraska,Pierce County,2021,40.4,62299.0,31122.0
 Nebraska,Platte County,2021,37.8,64105.0,31508.0
 Nebraska,Polk County,2021,44.5,66486.0,31245.0
 Nebraska,Red Willow County,2021,40.1,53387.0,31942.0
 Nebraska,Richardson County,2021,47.3,46085.0,30164.0
 Nebraska,Rock County,2021,41.5,55129.0,34623.0
 Nebraska,Saline County,2021,36.7,58011.0,27931.0
 Nebraska,Sarpy County,2021,35.1,88408.0,39804.0
 Nebraska,Saunders County,2021,40.6,76485.0,37915.0
 Nebraska,Scotts Bluff County,2021,38.8,56588.0,30326.0
 Nebraska,Seward County,2021,37.5,73892.0,33181.0
 Nebraska,Sheridan County,2021,45.9,47901.0,28876.0
 Nebraska,Sherman County,2021,49.6,57579.0,29911.0
 Nebraska,Sioux County,2021,44.1,46769.0,29201.0
 Nebraska,Stanton County,2021,40.2,70583.0,33241.0
 Nebraska,Thayer County,2021,46.2,56111.0,30550.0
 Nebraska,Thomas County,2021,44.2,51696.0,35678.0
 Nebraska,Thurston County,2021,27.5,56223.0,21471.0
 Nebraska,Valley County,2021,46.2,58015.0,31870.0
 Nebraska,Washington County,2021,41.5,83491.0,41687.0
 Nebraska,Wayne County,2021,32.2,60971.0,28576.0
 Nebraska,Webster County,2021,45.1,56786.0,31063.0
 Nebraska,Wheeler County,2021,57.8,51875.0,32597.0
 Nebraska,York County,2021,39.5,66337.0,35932.0
 Nebraska,Adams County,2022,38.0,61502.0,34688.0
 Nebraska,Antelope County,2022,42.5,61924.0,32172.0
 Nebraska,Arthur County,2022,44.1,66667.0,31210.0
 Nebraska,Banner County,2022,54.1,62375.0,38474.0
 Nebraska,Blaine County,2022,57.7,52083.0,40093.0
 Nebraska,Boone County,2022,43.6,66800.0,36583.0
 Nebraska,Box Butte County,2022,40.9,67893.0,32141.0
 Nebraska,Boyd County,2022,55.6,57120.0,35198.0
 Nebraska,Brown County,2022,46.9,44267.0,31772.0
 Nebraska,Buffalo County,2022,34.2,70093.0,36327.0
 Nebraska,Burt County,2022,44.9,54950.0,33457.0
 Nebraska,Butler County,2022,43.0,75690.0,39639.0
 Nebraska,Cass County,2022,40.8,87673.0,40941.0
 Nebraska,Cedar County,2022,41.7,72035.0,35820.0
 Nebraska,Chase County,2022,43.2,57313.0,34477.0
 Nebraska,Cherry County,2022,41.5,62373.0,31424.0
 Nebraska,Cheyenne County,2022,41.4,54038.0,30467.0
 Nebraska,Clay County,2022,39.5,73933.0,36425.0
 Nebraska,Colfax County,2022,36.4,71205.0,29436.0
 Nebraska,Cuming County,2022,41.8,68917.0,34825.0
 Nebraska,Custer County,2022,42.1,62288.0,35562.0
 Nebraska,Dakota County,2022,31.7,66112.0,29584.0
 Nebraska,Dawes County,2022,35.3,53760.0,27256.0
 Nebraska,Dawson County,2022,35.9,67462.0,34648.0
 Nebraska,Deuel County,2022,51.0,58875.0,38667.0
 Nebraska,Dixon County,2022,41.4,60568.0,36911.0
 Nebraska,Dodge County,2022,39.4,66793.0,33674.0
 Nebraska,Douglas County,2022,35.3,76083.0,42802.0
 Nebraska,Dundy County,2022,42.4,58977.0,36436.0
 Nebraska,Fillmore County,2022,46.4,72335.0,41909.0
 Nebraska,Franklin County,2022,49.8,55625.0,34650.0
 Nebraska,Frontier County,2022,43.3,62928.0,30189.0
 Nebraska,Furnas County,2022,47.0,58895.0,32494.0
 Nebraska,Gage County,2022,42.9,60035.0,33435.0
 Nebraska,Garden County,2022,47.3,47139.0,28787.0
 Nebraska,Garfield County,2022,46.5,64957.0,31710.0
 Nebraska,Gosper County,2022,48.9,76583.0,38057.0
 Nebraska,Grant County,2022,40.2,65139.0,32905.0
 Nebraska,Greeley County,2022,43.6,52813.0,28736.0
 Nebraska,Hall County,2022,36.0,63553.0,32671.0
 Nebraska,Hamilton County,2022,41.3,73254.0,34813.0
 Nebraska,Harlan County,2022,47.5,64583.0,38129.0
 Nebraska,Hayes County,2022,48.9,59405.0,35135.0
 Nebraska,Hitchcock County,2022,43.3,49456.0,30595.0
 Nebraska,Holt County,2022,42.3,66325.0,34952.0
 Nebraska,Hooker County,2022,40.9,43333.0,29390.0
 Nebraska,Howard County,2022,42.6,70766.0,33509.0
 Nebraska,Jefferson County,2022,45.8,54494.0,30363.0
 Nebraska,Johnson County,2022,40.3,64352.0,28046.0
 Nebraska,Kearney County,2022,38.3,74276.0,37233.0
 Nebraska,Keith County,2022,49.1,59511.0,34905.0
 Nebraska,Keya Paha County,2022,46.4,63977.0,33995.0
 Nebraska,Kimball County,2022,47.8,53151.0,31290.0
 Nebraska,Knox County,2022,43.9,61250.0,31269.0
 Nebraska,Lancaster County,2022,34.1,70387.0,38509.0
 Nebraska,Lincoln County,2022,42.2,63019.0,33437.0
 Nebraska,Logan County,2022,44.8,69250.0,35645.0
 Nebraska,Loup County,2022,43.4,50000.0,28251.0
 Nebraska,McPherson County,2022,56.3,58250.0,32675.0
 Nebraska,Madison County,2022,36.8,61139.0,34690.0
 Nebraska,Merrick County,2022,43.0,57873.0,31349.0
 Nebraska,Morrill County,2022,40.3,57325.0,29741.0
 Nebraska,Nance County,2022,44.0,60054.0,32568.0
 Nebraska,Nemaha County,2022,38.6,57196.0,36367.0
 Nebraska,Nuckolls County,2022,49.4,66000.0,39201.0
 Nebraska,Otoe County,2022,42.0,73031.0,36817.0
 Nebraska,Pawnee County,2022,47.3,55833.0,29091.0
 Nebraska,Perkins County,2022,41.5,61786.0,34696.0
 Nebraska,Phelps County,2022,40.4,65114.0,38930.0
 Nebraska,Pierce County,2022,40.2,65603.0,33513.0
 Nebraska,Platte County,2022,38.3,69943.0,35991.0
 Nebraska,Polk County,2022,43.4,67695.0,34344.0
 Nebraska,Red Willow County,2022,41.5,58344.0,34401.0
 Nebraska,Richardson County,2022,47.1,50321.0,32336.0
 Nebraska,Rock County,2022,43.5,57566.0,34660.0
 Nebraska,Saline County,2022,38.6,71104.0,32563.0
